"timestamp","log_control_reduction","log_control_ecoli","control_total_cod_mgcod_per_gvss","control_total_pn_to_ps","control_lb_cod_mgcod_per_gvss","control_lb_proteins_mg_per_gvss","control_lb_carbs_mg_per_gvss","control_tb_cod_mgcod_per_gvss","control_tb_proteins_mg_per_gvss","control_tb_carbs_mgcarb_per_gvss","control_tb_pn_to_ps","AB9A_DO_mg_per_L","AB9A_NO5_mgN_per_L","AB9A_NH3_mg_N_per_L","AB9C_NH3_mg_N_per_L","NSI_TEMP_C","Clarifier_9_SLR_ppd_sf","AB9_INF_FLOW_MGD","AB9A_AIRFLOW_SCFM","Control_NSEC_ASRT","Control_ASRT_d","Control_Floc_SRT_d","Control_Granule_SRT_d","Control_AGS_Weighted_SRT_d","Control_Floc_percent","Control_Granule_percent"
2023-01-27,5.76886909117609,9.34136863438259,452.1,3.04,121.41,28.46,9.75,330.7,114.77,37.44,3.07,1.7136741946409,0.00088540121507221,10.641817085795,3.72137627287262,15.3103007395769,40.4290683269501,16.7966019754416,1254.53718753234,5.776149273,10.74506706,10.74506706,11.46977432,10.79085703,93.68159095,6.318409049
2023-01-31,5.90793570974376,9.08930204359913,342.2,2.59,80.67,13.61,5.49,261.57,76.85,29.45,2.61,1.38681661323362,0.00047943275991991,10.8434191309196,3.32562422455651,14.9516720362827,43.2720985412598,17.4117302639986,1279.8818465402,6.227141857,6.26576934,6.26576934,6.68432375,6.291978093,93.73826843,6.261731567
2023-02-02,5.43598177275825,9.71715797434464,342.2,2.59,80.67,13.61,5.49,261.57,76.85,29.45,2.61,1.35801758059235,0.00120677796977612,9.97969348000044,2.39822784034028,15.0946356338466,43.2720985412598,17.0261951767957,1418.43332337683,6.390066147,6.24164683,6.24164683,6.705429577,6.273724482,93.0834745,6.916525499
2023-02-07,6.80031576049648,9.27799902045,404.1,2.72,64.14,17.24,6.32,339.94,108.9,40.12,2.71,1.31311754079663,0.00107520894941861,7.71772693684193,1.64397541771366,15.112418569301,43.2720985412598,15.2165495758443,1231.4288700308,6.390066147,17.31771774,17.31771774,18.77053315,17.43016381,92.26012709,7.739872908
2023-02-09,4.77969305029623,10.0690019910137,404.1,2.72,64.14,17.24,6.32,339.94,108.9,40.12,2.71,1.16290467989924,0.00068089022470094,7.56942787988623,1.57123749901618,15.0524283817245,43.2720985412598,15.0968205605256,1297.72170726127,6.390066147,17.5338843,17.5338843,19.3855554,17.71075238,90.44819163,9.551808366
2023-02-14,6.41999492814714,9.61580548008435,396.5,3.54,84.03120936,20.79011704,5.949128739,312.4837451,109.0701691,30.72249675,3.55,0.958935220644774,0.00352130978707394,6.59700993858735,1.08251431088893,15.1464207205507,43.2720985412598,14.3509693794398,1131.92344094302,5.955348015,7.157485594,7.157485594,7.811385456,7.212224287,91.62888753,8.371112472
2023-02-16,6.57274183182458,9.52515111181622,396.5,3.54,84.03120936,20.79011704,5.949128739,312.4837451,109.0701691,30.72249675,3.55,1.30060745919464,0.00073624013762005,8.14800831564794,0.476802693798426,14.954986552475,43.2720985412598,14.7091405124725,1154.40492217418,7.13566494,6.721111893,6.721111893,6.991967498,6.731604327,96.12618902,3.873810982
2023-02-21,5.65125727373774,10.0345158149425,396.5,3.54,84.03120936,20.79011704,5.949128739,312.4837451,109.0701691,30.72249675,3.55,0.728850790297167,0.0007450548193508,6.50599459090739,1.10326290862311,15.152839039323,43.2720985412598,14.4400445809382,875.696285646925,7.13566494,13.24555769,13.24555769,14.45306102,13.34644042,91.64534538,8.354654618
2023-02-24,5.06524496181325,10.2784934531596,387.6,3.49,88.53658537,20.94128049,5.16354878,299.0853659,105.2782317,31.02731707,3.39,0.735356465457728,0.00071045675514696,6.23398672603665,0.94981366970947,14.7216824865148,43.2720985412598,14.7731310445895,779.085415822471,8.977611542,13.24555769,13.24555769,14.45306102,13.34644042,91.64534538,8.354654618
2023-02-28,7.421316882567,7.97933889526233,444.8,3.64,101.1702128,21.60914894,5.461489362,343.6170213,121.1214894,33.75361702,3.59,0.91099601640682,0.0318780376599707,5.74509679722273,0.791767113100842,14.2745543493786,43.2720985412598,13.7452147567747,756.504793594807,6.262470245,6.181916401,6.181916401,6.744843041,6.228898428,91.65396975,8.346030251
